BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
3.0,3.0,1.0,0.0,4.0,2.0,0.25,2.0,2.0,1.0,8.0,1.0,0.0,7.0,0.0,17.31,5.5,523.51,0.03,25.0,0.18,29.08,95.18,0.5,1.0,2.0,8.0,0.2,11.0,14.0,7.0,7.0,10.0,12.5,8.0,0
5.0,2.0,0.0,0.0,6.0,3.0,0.3,2.0,2.0,0.67,10.0,3.0,1.0,10.0,2.0,14.12,10.89,1674.72,0.05,34.0,0.09,93.04,153.8,1.0,2.0,3.0,9.0,0.25,14.0,20.0,9.0,14.0,12.0,0.0,10.0,0
3.0,0.0,0.0,0.0,4.0,2.0,0.4,2.0,1.0,0.5,5.0,1.0,0.0,5.0,0.0,16.21,4.2,286.08,0.02,19.0,0.24,15.89,68.11,0.5,1.0,2.0,5.0,0.33,6.0,13.0,5.0,7.0,6.0,0.0,5.0,0
11.0,2.0,0.0,6.0,16.0,6.0,0.21,6.0,2.0,0.33,30.0,5.0,0.8,29.0,0.0,36.38,24.0,20956.91,0.29,159.0,0.04,1164.27,873.2,0.83,5.0,8.0,26.0,0.11,72.0,87.0,27.0,18.0,53.0,17.14,29.0,0
7.0,2.0,0.0,0.0,12.0,4.0,0.36,6.0,3.0,0.75,17.0,4.0,1.0,11.0,1.0,16.45,14.3,3363.72,0.08,52.0,0.07,186.87,235.23,1.0,3.0,6.0,15.0,0.31,22.0,30.0,10.0,13.0,13.0,0.0,11.0,0
11.0,1.0,0.0,0.0,14.0,6.0,0.33,4.0,3.0,0.5,15.0,6.0,1.0,18.0,1.0,29.33,13.18,5091.75,0.13,78.0,0.08,282.87,386.43,1.0,5.0,7.0,11.0,0.21,32.0,46.0,17.0,14.0,28.0,0.0,18.0,0
9.0,2.0,0.0,3.0,12.0,5.0,0.28,4.0,3.0,0.6,16.0,3.0,0.5,18.0,0.0,27.19,18.86,9667.76,0.17,97.0,0.05,537.1,512.67,0.6,4.0,6.0,13.0,0.16,44.0,53.0,21.0,18.0,31.0,14.29,18.0,0
15.0,3.0,2.0,38.0,28.0,8.0,0.13,14.0,2.0,0.25,36.0,4.0,0.43,62.0,0.0,42.11,37.19,58228.77,0.52,260.0,0.03,3234.93,1565.82,0.5,7.0,14.0,30.0,0.07,119.0,141.0,40.0,25.0,122.0,39.22,64.0,0
15.0,8.0,0.0,5.0,28.0,8.0,0.22,14.0,7.0,0.88,35.0,3.0,0.29,37.0,1.0,64.45,24.23,37848.02,0.52,250.0,0.04,2102.67,1561.98,0.38,7.0,14.0,29.0,0.13,105.0,145.0,52.0,24.0,61.0,11.9,37.0,0
5.0,3.0,1.0,1.0,8.0,3.0,0.2,4.0,3.0,1.0,14.0,1.0,0.0,14.0,0.0,15.83,11.0,1915.82,0.06,41.0,0.09,106.43,174.17,0.33,2.0,4.0,13.0,0.14,16.0,25.0,8.0,11.0,22.0,12.5,15.0,0
7.0,3.0,2.0,1.0,10.0,4.0,0.33,4.0,2.0,0.5,14.0,1.0,0.0,10.0,0.0,32.81,8.31,2263.1,0.09,55.0,0.12,125.73,272.48,0.25,3.0,5.0,12.0,0.24,23.0,32.0,18.0,13.0,17.0,23.08,12.0,0
5.0,3.0,0.0,0.0,8.0,3.0,0.38,4.0,3.0,1.0,15.0,1.0,0.0,8.0,0.0,17.66,11.5,2336.0,0.07,47.0,0.09,129.78,203.13,0.33,2.0,4.0,14.0,0.33,23.0,24.0,10.0,10.0,9.0,0.0,8.0,0
15.0,0.0,0.0,0.0,28.0,8.0,0.36,14.0,1.0,0.13,29.0,8.0,1.0,22.0,0.0,15.12,25.5,9828.72,0.13,83.0,0.04,546.04,385.44,1.0,7.0,14.0,23.0,0.32,34.0,49.0,10.0,15.0,25.0,0.0,22.0,0
3.0,2.0,0.0,8.0,4.0,2.0,0.13,2.0,2.0,1.0,15.0,1.0,0.0,16.0,1.0,60.96,16.47,16530.21,0.33,185.0,0.06,918.35,1003.86,0.5,1.0,2.0,15.0,0.06,76.0,109.0,30.0,13.0,35.0,33.33,16.0,0
16.0,3.0,0.0,0.0,20.0,10.0,0.43,10.0,9.0,0.9,42.0,1.0,0.0,23.0,0.0,19.57,30.94,18729.81,0.2,119.0,0.03,1040.55,605.41,0.1,5.0,10.0,34.0,0.4,55.0,64.0,16.0,18.0,25.0,0.0,23.0,0
5.0,1.0,0.0,0.0,8.0,3.0,0.3,4.0,2.0,0.67,11.0,3.0,1.0,10.0,0.0,13.35,18.0,4326.62,0.08,50.0,0.06,240.37,240.37,1.0,2.0,4.0,10.0,0.25,20.0,30.0,10.0,18.0,12.0,0.0,10.0,0
3.0,5.0,1.0,3.0,4.0,2.0,0.07,2.0,2.0,1.0,9.0,1.0,0.0,28.0,0.0,72.35,9.93,7127.8,0.24,140.0,0.1,395.99,718.1,0.5,1.0,2.0,9.0,0.02,67.0,73.0,27.0,8.0,106.0,12.5,29.0,1
5.0,3.0,4.0,14.0,6.0,3.0,0.16,2.0,2.0,0.67,10.0,3.0,1.0,15.0,0.0,31.98,12.25,4798.75,0.13,77.0,0.08,266.6,391.73,1.0,2.0,3.0,9.0,0.04,35.0,42.0,20.0,14.0,77.0,54.55,19.0,1
3.0,0.0,0.0,0.0,4.0,2.0,0.25,2.0,1.0,0.5,6.0,1.0,0.0,8.0,0.0,12.48,8.33,866.67,0.03,26.0,0.12,48.15,104.0,0.5,1.0,2.0,6.0,0.2,10.0,16.0,6.0,10.0,10.0,0.0,8.0,0
9.0,0.0,0.0,0.0,16.0,5.0,0.45,8.0,1.0,0.2,18.0,5.0,1.0,11.0,0.0,8.42,20.4,3502.14,0.06,42.0,0.05,194.56,171.67,1.0,4.0,8.0,15.0,0.38,17.0,25.0,5.0,12.0,13.0,0.0,11.0,0
7.0,2.0,0.0,0.0,12.0,4.0,0.36,6.0,4.0,1.0,16.0,1.0,0.0,11.0,0.0,28.49,13.18,4947.97,0.13,83.0,0.08,274.89,375.46,0.25,3.0,6.0,14.0,0.31,41.0,42.0,14.0,9.0,13.0,0.0,11.0,0
9.0,7.0,0.0,7.0,4.0,7.0,0.17,2.0,7.0,1.0,23.0,1.0,0.0,42.0,0.0,35.76,24.62,21677.08,0.29,156.0,0.04,1204.28,880.44,0.14,1.0,2.0,18.0,0.11,68.0,88.0,29.0,21.0,64.0,14.29,42.0,0
17.0,1.0,2.0,0.0,4.0,15.0,0.12,2.0,2.0,0.13,35.0,1.0,0.0,120.0,1.0,58.14,60.25,211067.8,1.17,532.0,0.02,11725.99,3503.2,0.07,1.0,2.0,22.0,0.11,241.0,291.0,64.0,32.0,141.0,1.64,122.0,0
5.0,2.0,0.0,1.0,6.0,3.0,0.43,2.0,3.0,1.0,8.0,3.0,1.0,7.0,0.0,19.38,5.06,496.63,0.03,24.0,0.2,27.59,98.1,1.0,2.0,3.0,7.0,0.3,9.0,15.0,8.0,9.0,10.0,12.5,7.0,0
3.0,1.0,0.0,0.0,4.0,2.0,0.22,2.0,2.0,1.0,7.0,1.0,0.0,9.0,3.0,16.96,6.75,772.53,0.04,28.0,0.15,42.92,114.45,0.5,1.0,2.0,7.0,0.18,12.0,16.0,8.0,9.0,11.0,0.0,9.0,0
3.0,1.0,0.0,0.0,4.0,2.0,0.4,2.0,2.0,1.0,7.0,1.0,0.0,5.0,3.0,10.99,6.4,449.97,0.02,19.0,0.16,25.0,70.31,0.5,1.0,2.0,7.0,0.29,8.0,11.0,5.0,8.0,7.0,0.0,5.0,0
11.0,2.0,0.0,0.0,18.0,6.0,0.33,8.0,2.0,0.33,21.0,6.0,1.0,18.0,4.0,22.75,20.0,9099.07,0.15,88.0,0.05,505.5,454.95,1.0,5.0,9.0,17.0,0.3,40.0,48.0,18.0,18.0,20.0,0.0,18.0,0
3.0,2.0,0.0,1.0,4.0,2.0,0.22,2.0,2.0,1.0,7.0,1.0,0.0,9.0,0.0,22.01,7.2,1140.89,0.05,38.0,0.14,63.38,158.46,0.5,1.0,2.0,7.0,0.14,18.0,20.0,10.0,8.0,14.0,10.0,9.0,0
13.0,5.0,0.0,3.0,22.0,7.0,0.35,10.0,4.0,0.57,28.0,7.0,1.0,20.0,1.0,25.13,19.0,9073.67,0.16,91.0,0.05,504.09,477.56,1.0,6.0,11.0,23.0,0.33,38.0,53.0,19.0,19.0,21.0,13.04,20.0,0
61.0,12.0,4.0,60.0,98.0,31.0,0.24,38.0,13.0,0.42,108.0,23.0,0.73,126.0,1.0,88.43,42.69,161178.36,1.26,560.0,0.02,8954.35,3775.22,0.74,30.0,50.0,79.0,0.14,253.0,307.0,80.0,27.0,223.0,33.68,130.0,0
13.0,3.0,4.0,21.0,24.0,7.0,0.23,12.0,4.0,0.57,29.0,5.0,0.67,27.0,0.0,21.89,30.39,20219.83,0.22,125.0,0.03,1123.32,665.24,0.71,6.0,12.0,24.0,0.1,55.0,70.0,19.0,21.0,72.0,48.08,31.0,0
9.0,1.0,0.0,0.0,16.0,5.0,0.28,8.0,2.0,0.4,22.0,1.0,0.0,18.0,0.0,15.61,23.18,8390.28,0.12,77.0,0.04,466.13,361.93,0.2,4.0,8.0,19.0,0.25,34.0,43.0,11.0,15.0,20.0,0.0,18.0,0
12.0,2.0,0.0,18.0,16.0,7.0,0.18,8.0,3.0,0.43,25.0,1.0,0.0,40.0,1.0,60.7,32.98,66017.11,0.67,330.0,0.03,3667.62,2001.81,0.14,4.0,8.0,20.0,0.1,155.0,175.0,47.0,20.0,69.0,31.03,40.0,0
15.0,1.0,0.0,0.0,22.0,8.0,0.33,8.0,2.0,0.25,24.0,3.0,0.29,24.0,6.0,15.29,43.21,28547.12,0.22,136.0,0.02,1585.95,660.69,0.38,7.0,11.0,18.0,0.32,61.0,75.0,12.0,17.0,25.0,0.0,24.0,0
5.0,1.0,0.0,1.0,8.0,3.0,0.21,4.0,1.0,0.33,11.0,1.0,0.0,14.0,1.0,28.81,6.29,1138.41,0.06,39.0,0.16,63.24,181.11,0.33,2.0,4.0,10.0,0.13,16.0,23.0,14.0,11.0,23.0,6.67,14.0,0
19.0,8.0,0.0,7.0,36.0,10.0,0.22,18.0,9.0,0.9,44.0,3.0,0.22,46.0,1.0,79.08,27.5,59806.2,0.72,335.0,0.04,3322.57,2174.77,0.3,9.0,18.0,36.0,0.14,143.0,192.0,65.0,25.0,74.0,13.21,46.0,0
3.0,0.0,1.0,0.0,4.0,2.0,0.17,2.0,1.0,0.5,6.0,1.0,0.0,11.0,1.0,19.12,6.0,688.28,0.04,31.0,0.17,38.24,114.71,0.5,1.0,2.0,6.0,0.14,14.0,17.0,7.0,6.0,14.0,8.33,12.0,0
9.0,1.0,0.0,2.0,12.0,5.0,0.5,6.0,5.0,1.0,14.0,5.0,1.0,10.0,1.0,13.06,16.0,3343.58,0.07,45.0,0.06,185.75,208.97,1.0,3.0,6.0,11.0,0.36,18.0,27.0,9.0,16.0,14.0,16.67,10.0,0
5.0,2.0,0.0,0.0,8.0,3.0,0.6,4.0,3.0,1.0,10.0,1.0,0.0,5.0,2.0,15.88,10.11,1623.23,0.05,36.0,0.1,90.18,160.54,0.33,2.0,4.0,9.0,0.5,14.0,22.0,9.0,13.0,6.0,0.0,5.0,0
13.0,4.0,5.0,0.0,24.0,7.0,0.26,12.0,7.0,1.0,27.0,6.0,0.83,22.0,0.0,36.01,13.42,6486.52,0.16,95.0,0.07,360.36,483.31,0.86,6.0,12.0,22.0,0.23,34.0,61.0,19.0,15.0,31.0,18.52,27.0,0
13.0,7.0,0.0,16.0,22.0,7.0,0.18,10.0,6.0,0.86,30.0,3.0,0.33,40.0,1.0,55.34,17.53,16997.52,0.32,167.0,0.06,944.31,969.83,0.43,6.0,11.0,25.0,0.09,74.0,93.0,38.0,18.0,77.0,28.57,40.0,0
3.0,2.0,0.0,3.0,4.0,2.0,0.29,2.0,2.0,1.0,7.0,1.0,0.0,7.0,0.0,27.56,6.38,1120.04,0.06,40.0,0.16,62.22,175.69,0.5,1.0,2.0,7.0,0.17,17.0,23.0,12.0,9.0,12.0,30.0,7.0,0
13.0,1.0,0.0,0.0,22.0,7.0,0.64,10.0,5.0,0.71,25.0,6.0,0.83,11.0,0.0,7.15,29.75,6326.82,0.07,51.0,0.03,351.49,212.67,0.86,6.0,11.0,20.0,0.5,17.0,34.0,4.0,14.0,14.0,0.0,11.0,0
5.0,1.0,0.0,0.0,8.0,3.0,0.38,4.0,1.0,0.33,10.0,1.0,0.0,8.0,1.0,13.45,12.44,2082.85,0.06,37.0,0.08,115.71,167.37,0.33,2.0,4.0,9.0,0.3,16.0,21.0,9.0,14.0,10.0,0.0,8.0,0
55.0,12.0,2.0,0.0,68.0,34.0,0.38,34.0,15.0,0.44,123.0,17.0,0.48,87.0,2.0,59.99,53.33,170637.7,1.07,470.0,0.02,9479.87,3199.46,0.5,17.0,34.0,91.0,0.33,192.0,278.0,72.0,40.0,102.0,2.25,89.0,0
5.0,1.0,0.0,0.0,8.0,3.0,0.38,4.0,3.0,1.0,10.0,1.0,0.0,8.0,2.0,9.42,17.0,2723.1,0.05,41.0,0.06,151.28,160.18,0.33,2.0,4.0,9.0,0.33,17.0,24.0,5.0,10.0,9.0,0.0,8.0,0
3.0,2.0,0.0,0.0,4.0,2.0,0.25,2.0,2.0,1.0,7.0,1.0,0.0,8.0,0.0,15.92,6.29,629.06,0.03,24.0,0.16,34.95,100.08,0.5,1.0,2.0,7.0,0.2,8.0,16.0,7.0,11.0,10.0,0.0,8.0,0
3.0,1.0,0.0,0.0,4.0,2.0,0.1,2.0,1.0,0.5,13.0,1.0,0.0,20.0,0.0,49.57,27.26,36831.07,0.45,249.0,0.04,2046.17,1351.14,0.5,1.0,2.0,13.0,0.09,92.0,157.0,27.0,16.0,22.0,0.0,20.0,0
13.0,0.0,2.0,7.0,14.0,7.0,0.47,2.0,1.0,0.14,15.0,7.0,1.0,13.0,0.0,21.22,17.5,6498.36,0.12,79.0,0.06,361.02,371.33,1.0,6.0,7.0,10.0,0.11,35.0,44.0,13.0,13.0,61.0,40.91,15.0,0
26.0,4.0,1.0,1.0,44.0,14.0,0.3,22.0,11.0,0.79,59.0,7.0,0.46,45.0,0.0,30.87,42.62,56084.29,0.44,221.0,0.02,3115.79,1315.88,0.5,11.0,22.0,47.0,0.23,97.0,124.0,33.0,29.0,61.0,4.26,46.0,0
17.0,2.0,3.0,0.0,32.0,9.0,0.33,16.0,2.0,0.22,36.0,5.0,0.5,24.0,2.0,32.25,23.09,17192.85,0.25,139.0,0.04,955.16,744.7,0.56,8.0,16.0,29.0,0.26,59.0,80.0,23.0,18.0,34.0,11.11,27.0,0
7.0,3.0,0.0,0.0,10.0,4.0,0.36,4.0,2.0,0.5,14.0,3.0,0.67,11.0,1.0,24.61,12.71,3973.8,0.1,62.0,0.08,220.77,312.75,0.75,3.0,5.0,12.0,0.31,27.0,35.0,17.0,16.0,13.0,0.0,11.0,0
85.0,7.0,4.0,0.0,168.0,43.0,0.31,84.0,27.0,0.63,232.0,18.0,0.4,136.0,0.0,170.88,39.94,272550.45,2.27,920.0,0.03,15141.69,6824.42,0.42,42.0,84.0,191.0,0.29,426.0,494.0,144.0,27.0,148.0,2.86,140.0,0
3.0,5.0,0.0,0.0,4.0,2.0,0.13,2.0,2.0,1.0,13.0,1.0,0.0,16.0,0.0,47.11,7.37,2557.63,0.12,73.0,0.14,142.09,347.11,0.5,1.0,2.0,13.0,0.08,35.0,38.0,19.0,8.0,25.0,0.0,16.0,0
19.0,5.0,2.0,3.0,24.0,12.0,0.15,12.0,10.0,0.83,45.0,1.0,0.0,76.0,0.0,43.51,39.72,68640.9,0.58,281.0,0.03,3813.38,1728.08,0.08,6.0,12.0,35.0,0.12,122.0,159.0,43.0,28.0,98.0,6.17,78.0,0
13.0,2.0,9.0,0.0,24.0,5.0,0.11,12.0,3.0,0.6,32.0,1.0,0.0,36.0,0.0,50.26,14.66,10796.83,0.25,128.0,0.07,599.82,736.63,0.2,6.0,12.0,27.0,0.11,54.0,74.0,35.0,19.0,46.0,20.0,45.0,0
39.0,1.0,3.0,26.0,62.0,20.0,0.32,24.0,2.0,0.1,67.0,13.0,0.63,60.0,0.0,54.85,43.1,101875.76,0.79,375.0,0.02,5659.76,2363.92,0.65,19.0,35.0,49.0,0.17,166.0,209.0,52.0,27.0,121.0,32.58,63.0,0
46.0,1.0,12.0,7.0,66.0,26.0,0.17,28.0,11.0,0.42,89.0,17.0,0.64,143.0,2.0,95.85,44.73,191759.06,1.43,604.0,0.02,10653.28,4287.21,0.65,19.0,33.0,65.0,0.1,271.0,333.0,103.0,34.0,264.0,11.73,155.0,0
38.0,21.0,12.0,41.0,60.0,21.0,0.19,28.0,18.0,0.86,96.0,5.0,0.2,97.0,0.0,89.79,28.37,72282.68,0.85,381.0,0.04,4015.7,2547.56,0.24,16.0,30.0,77.0,0.12,152.0,229.0,75.0,28.0,175.0,35.33,109.0,1
3.0,1.0,1.0,1.0,4.0,2.0,0.17,2.0,2.0,1.0,8.0,1.0,0.0,11.0,0.0,26.92,7.5,1514.32,0.07,42.0,0.13,84.13,201.91,0.5,1.0,2.0,8.0,0.11,20.0,22.0,16.0,12.0,18.0,15.38,12.0,0
11.0,1.0,2.0,16.0,20.0,6.0,0.14,10.0,3.0,0.5,28.0,1.0,0.0,40.0,0.0,35.84,38.68,53612.97,0.46,242.0,0.03,2978.5,1386.16,0.17,5.0,10.0,24.0,0.08,109.0,133.0,31.0,22.0,73.0,31.03,42.0,0
29.0,6.0,0.0,0.0,56.0,15.0,0.41,28.0,15.0,1.0,66.0,14.0,0.93,37.0,0.0,99.56,17.3,29792.16,0.57,268.0,0.06,1655.12,1722.24,0.93,14.0,28.0,53.0,0.23,122.0,146.0,67.0,19.0,65.0,0.0,37.0,0
9.0,1.0,0.0,2.0,12.0,5.0,0.5,6.0,5.0,1.0,14.0,5.0,1.0,10.0,1.0,14.4,16.0,3685.14,0.08,49.0,0.06,204.73,230.32,1.0,3.0,6.0,11.0,0.36,20.0,29.0,10.0,16.0,14.0,16.67,10.0,0
5.0,2.0,0.0,0.0,8.0,3.0,0.75,4.0,3.0,1.0,10.0,3.0,1.0,4.0,0.0,12.61,6.75,574.49,0.03,23.0,0.15,31.92,85.11,1.0,2.0,4.0,9.0,0.6,6.0,17.0,4.0,9.0,5.0,0.0,4.0,0
3.0,0.0,0.0,0.0,4.0,2.0,0.17,2.0,1.0,0.5,6.0,1.0,0.0,12.0,2.0,16.65,4.67,362.64,0.03,21.0,0.21,20.15,77.71,0.5,1.0,2.0,6.0,0.14,8.0,13.0,6.0,7.0,14.0,0.0,12.0,0
9.0,3.0,0.0,0.0,16.0,5.0,0.21,8.0,4.0,0.8,21.0,1.0,0.0,24.0,0.0,31.59,18.2,10462.88,0.19,113.0,0.05,581.27,574.88,0.2,4.0,8.0,18.0,0.18,52.0,61.0,20.0,14.0,28.0,0.0,24.0,0
7.0,3.0,1.0,5.0,10.0,4.0,0.27,4.0,2.0,0.5,13.0,3.0,0.67,14.0,0.0,31.08,14.73,6740.46,0.15,86.0,0.07,374.47,457.69,0.75,3.0,5.0,11.0,0.06,36.0,50.0,22.0,18.0,69.0,30.0,15.0,1
33.0,6.0,2.0,0.0,58.0,17.0,0.47,26.0,7.0,0.41,68.0,14.0,0.81,34.0,0.0,30.56,37.08,42020.85,0.38,196.0,0.03,2334.49,1133.15,0.82,16.0,29.0,53.0,0.44,89.0,107.0,30.0,25.0,39.0,5.56,36.0,0
3.0,1.0,0.0,0.0,4.0,2.0,0.25,2.0,2.0,1.0,7.0,1.0,0.0,8.0,2.0,14.35,10.4,1552.49,0.05,33.0,0.1,86.25,149.28,0.5,1.0,2.0,7.0,0.2,16.0,17.0,10.0,13.0,10.0,0.0,8.0,0
3.0,0.0,0.0,1.0,4.0,2.0,0.4,2.0,1.0,0.5,6.0,1.0,0.0,5.0,1.0,11.42,6.0,411.19,0.02,18.0,0.17,22.84,68.53,0.5,1.0,2.0,6.0,0.22,9.0,9.0,6.0,8.0,9.0,16.67,5.0,0
21.0,14.0,14.0,71.0,40.0,11.0,0.15,20.0,8.0,0.73,63.0,1.0,0.0,60.0,0.0,66.66,28.77,55178.46,0.64,294.0,0.03,3065.47,1917.93,0.09,10.0,20.0,54.0,0.06,125.0,169.0,63.0,29.0,195.0,58.62,74.0,1
3.0,1.0,0.0,7.0,4.0,2.0,0.15,2.0,1.0,0.5,6.0,1.0,0.0,13.0,1.0,33.42,14.53,7052.69,0.16,98.0,0.07,391.82,485.51,0.5,1.0,2.0,6.0,0.08,46.0,52.0,19.0,12.0,25.0,35.0,13.0,0
5.0,0.0,1.0,8.0,8.0,3.0,0.43,2.0,1.0,0.33,7.0,1.0,0.0,6.0,0.0,15.72,11.0,1901.65,0.06,40.0,0.09,105.65,172.88,0.33,3.0,4.0,6.0,0.13,18.0,22.0,9.0,11.0,24.0,60.0,7.0,0
3.0,0.0,0.0,0.0,4.0,2.0,0.29,2.0,1.0,0.5,6.0,1.0,0.0,7.0,3.0,8.26,12.1,1210.0,0.03,25.0,0.08,67.22,100.0,0.5,1.0,2.0,6.0,0.22,11.0,14.0,5.0,11.0,9.0,0.0,7.0,0
3.0,2.0,0.0,0.0,4.0,2.0,0.1,2.0,2.0,1.0,7.0,1.0,0.0,20.0,1.0,32.95,7.44,1824.39,0.08,51.0,0.13,101.36,245.18,0.5,1.0,2.0,7.0,0.09,23.0,28.0,17.0,11.0,23.0,0.0,20.0,0
3.0,0.0,0.0,1.0,4.0,2.0,0.33,2.0,1.0,0.5,6.0,1.0,0.0,6.0,5.0,16.82,8.33,1168.18,0.05,33.0,0.12,64.9,140.18,0.5,1.0,2.0,6.0,0.25,15.0,18.0,9.0,10.0,8.0,14.29,6.0,0
15.0,3.0,0.0,0.0,28.0,8.0,0.28,14.0,6.0,0.75,32.0,6.0,0.71,29.0,2.0,28.38,26.96,20624.52,0.26,141.0,0.04,1145.81,765.1,0.75,7.0,14.0,26.0,0.26,62.0,79.0,23.0,20.0,31.0,0.0,29.0,0
17.0,2.0,0.0,0.0,26.0,9.0,0.29,10.0,2.0,0.22,30.0,3.0,0.25,31.0,6.0,27.36,29.33,23526.15,0.27,154.0,0.03,1307.01,802.26,0.33,8.0,13.0,23.0,0.28,69.0,85.0,20.0,17.0,32.0,0.0,31.0,0
9.0,1.0,2.0,7.0,16.0,5.0,0.24,8.0,1.0,0.2,20.0,1.0,0.0,19.0,0.0,19.63,23.63,10953.53,0.15,89.0,0.04,608.53,463.64,0.2,4.0,8.0,17.0,0.13,36.0,53.0,16.0,21.0,38.0,32.14,21.0,0
5.0,1.0,1.0,2.0,8.0,3.0,0.3,4.0,2.0,0.67,9.0,1.0,0.0,9.0,0.0,27.77,9.19,2344.27,0.09,52.0,0.11,130.24,255.16,0.33,2.0,4.0,8.0,0.19,21.0,31.0,16.0,14.0,16.0,25.0,10.0,0
3.0,0.0,0.0,2.0,4.0,2.0,0.22,2.0,1.0,0.5,5.0,1.0,0.0,9.0,2.0,28.57,4.2,504.0,0.04,30.0,0.24,28.0,120.0,0.5,1.0,2.0,5.0,0.14,14.0,16.0,10.0,6.0,14.0,18.18,9.0,0
41.0,8.0,4.0,1.0,48.0,28.0,0.27,24.0,13.0,0.46,96.0,14.0,0.48,99.0,0.0,42.16,111.54,524548.83,1.57,687.0,0.01,29141.6,4702.85,0.5,12.0,24.0,70.0,0.26,290.0,397.0,65.0,50.0,106.0,4.81,103.0,0
5.0,0.0,0.0,0.0,8.0,3.0,0.43,4.0,1.0,0.33,10.0,1.0,0.0,7.0,0.0,6.02,18.33,2024.24,0.04,29.0,0.05,112.46,110.41,0.33,2.0,4.0,9.0,0.33,10.0,19.0,3.0,11.0,9.0,0.0,7.0,0
7.0,3.0,0.0,1.0,12.0,4.0,0.44,6.0,4.0,1.0,13.0,1.0,0.0,9.0,0.0,19.64,5.5,594.0,0.04,27.0,0.18,33.0,108.0,0.25,3.0,6.0,11.0,0.27,11.0,16.0,8.0,8.0,15.0,10.0,9.0,0
13.0,4.0,0.0,0.0,24.0,7.0,0.35,12.0,3.0,0.43,32.0,4.0,0.5,20.0,0.0,33.58,20.52,14141.06,0.23,127.0,0.05,785.61,689.14,0.57,6.0,12.0,27.0,0.32,57.0,70.0,25.0,18.0,22.0,0.0,20.0,0
7.0,2.0,0.0,0.0,10.0,4.0,0.4,4.0,2.0,0.5,13.0,1.0,0.0,10.0,1.0,16.12,14.3,3299.03,0.08,51.0,0.07,183.28,230.7,0.25,3.0,5.0,11.0,0.31,22.0,29.0,10.0,13.0,13.0,0.0,10.0,0
7.0,4.0,2.0,12.0,12.0,4.0,0.12,6.0,4.0,1.0,22.0,1.0,0.0,31.0,2.0,30.45,28.98,25572.65,0.29,158.0,0.03,1420.7,882.42,0.25,3.0,6.0,20.0,0.06,63.0,95.0,25.0,23.0,70.0,31.11,33.0,0
3.0,1.0,0.0,0.0,4.0,2.0,0.33,2.0,2.0,1.0,6.0,1.0,0.0,6.0,1.0,11.86,8.67,890.92,0.03,27.0,0.12,49.5,102.8,0.5,1.0,2.0,6.0,0.29,13.0,14.0,6.0,8.0,7.0,0.0,6.0,0
22.0,18.0,0.0,0.0,4.0,20.0,0.29,2.0,19.0,0.95,45.0,1.0,0.0,70.0,1.0,52.55,25.62,34502.44,0.45,213.0,0.04,1916.8,1346.57,0.05,1.0,2.0,27.0,0.21,81.0,132.0,49.0,31.0,95.0,0.0,70.0,0
11.0,3.0,5.0,12.0,20.0,6.0,0.19,10.0,4.0,0.67,23.0,1.0,0.0,27.0,0.0,44.03,18.65,15307.48,0.27,147.0,0.05,850.42,820.99,0.17,5.0,10.0,19.0,0.11,68.0,79.0,31.0,17.0,54.0,38.64,32.0,0
5.0,1.0,0.0,0.0,8.0,3.0,0.43,4.0,2.0,0.67,10.0,3.0,1.0,7.0,0.0,10.91,8.8,844.8,0.03,24.0,0.11,46.93,96.0,1.0,2.0,4.0,9.0,0.33,8.0,16.0,5.0,11.0,9.0,0.0,7.0,0
5.0,1.0,0.0,0.0,8.0,3.0,0.38,4.0,2.0,0.67,9.0,1.0,0.0,8.0,1.0,12.1,13.93,2347.73,0.06,39.0,0.07,130.43,168.56,0.33,2.0,4.0,8.0,0.27,15.0,24.0,7.0,13.0,11.0,0.0,8.0,0
37.0,4.0,21.0,62.0,72.0,19.0,0.15,36.0,3.0,0.16,90.0,1.0,0.0,107.0,0.0,65.2,50.76,168007.02,1.1,494.0,0.02,9333.72,3310.02,0.05,18.0,36.0,73.0,0.08,209.0,285.0,70.0,34.0,225.0,43.68,128.0,1
3.0,5.0,2.0,0.0,4.0,2.0,0.07,2.0,2.0,1.0,9.0,1.0,0.0,26.0,0.0,65.33,14.63,13972.73,0.32,175.0,0.07,776.26,955.4,0.5,1.0,2.0,9.0,0.05,78.0,97.0,32.0,12.0,39.0,7.14,28.0,0
